ID,CREATE DATE,STATUS,PRIORITY,GEORAPHY,CLOSE DATE,AGE,Description
INC001342,2023-05-11,Closed,P2,US,2023-05-14,3,Desc for INC001342
INC001343,2023-04-02,WIP,P1,US,,109,Desc for INC001343
INC001344,2022-12-16,WIP,P4,US,,216,Desc for INC001344
INC001345,2022-12-05,WIP,P3,US,,227,Desc for INC001345
INC001346,2023-04-03,Closed,P2,US,2023-04-14,11,Desc for INC001346
INC001347,2022-12-11,Closed,P1,Asia,2022-12-12,1,Desc for INC001347
INC001348,2022-12-03,Closed,P4,US,2022-12-04,1,Desc for INC001348
INC001349,2023-05-22,New,P4,Europe,,59,Desc for INC001349
INC001350,2023-03-07,Closed,P4,US,2023-03-07,0,Desc for INC001350
INC001351,2023-01-20,New,P3,US,,181,Desc for INC001351
INC001352,2023-01-26,WIP,P2,US,,175,Desc for INC001352
INC001353,2023-02-04,Closed,P3,Europe,2023-02-19,15,Desc for INC001353
INC001354,2023-04-15,Closed,P3,Europe,2023-05-02,17,Desc for INC001354
INC001355,2023-05-11,Closed,P1,US,2023-05-16,5,Desc for INC001355
INC001356,2023-04-05,Closed,P2,US,2023-04-18,13,Desc for INC001356
INC001357,2023-02-08,WIP,P4,US,,162,Desc for INC001357
INC001358,2023-05-04,Closed,P2,US,2023-05-18,14,Desc for INC001358
INC001359,2022-12-04,Closed,P2,US,2022-12-09,5,Desc for INC001359
INC001360,2023-01-15,Closed,P2,US,2023-01-16,1,Desc for INC001360
INC001361,2022-12-29,New,P4,US,,203,Desc for INC001361
INC001362,2023-01-14,New,P2,US,,187,Desc for INC001362
INC001363,2023-02-14,WIP,P1,US,,156,Desc for INC001363
INC001364,2023-02-06,WIP,P1,US,,164,Desc for INC001364
INC001365,2023-05-13,Closed,P2,US,2023-05-15,2,Desc for INC001365
INC001366,2023-01-22,Closed,P3,US,2023-01-22,0,Desc for INC001366
INC001367,2023-05-02,Closed,P2,US,2023-05-06,4,Desc for INC001367
INC001368,2023-03-16,New,P1,US,,126,Desc for INC001368
INC001369,2023-02-12,WIP,P1,Europe,,158,Desc for INC001369
INC001370,2022-12-10,WIP,P2,US,,222,Desc for INC001370
INC001371,2023-02-19,New,P3,US,,151,Desc for INC001371
INC001372,2023-04-02,WIP,P2,Asia,,109,Desc for INC001372
INC001373,2023-03-15,New,P2,US,,127,Desc for INC001373
INC001374,2023-04-29,New,P2,US,,82,Desc for INC001374
INC001375,2022-12-13,Closed,P2,Europe,2022-12-30,17,Desc for INC001375
INC001376,2022-12-08,Closed,P2,US,2022-12-20,12,Desc for INC001376
INC001377,2023-05-30,WIP,P3,US,,51,Desc for INC001377
INC001378,2023-06-10,WIP,P4,Asia,,40,Desc for INC001378
INC001379,2023-04-23,New,P4,US,,88,Desc for INC001379
INC001380,2022-12-25,Closed,P3,US,2023-01-04,10,Desc for INC001380
INC001381,2022-12-11,New,P2,Asia,,221,Desc for INC001381
INC001382,2023-05-31,Closed,P1,Europe,2023-06-05,5,Desc for INC001382
INC001383,2023-03-07,New,P2,Asia,,135,Desc for INC001383
INC001384,2023-06-09,Closed,P2,Europe,2023-06-10,1,Desc for INC001384
INC001385,2023-01-11,New,P4,Asia,,190,Desc for INC001385
INC001386,2023-04-30,New,P2,Asia,,81,Desc for INC001386
INC001387,2023-05-25,New,P1,Europe,,56,Desc for INC001387
INC001388,2023-05-31,New,P4,US,,50,Desc for INC001388
INC001389,2023-04-28,WIP,P2,US,,83,Desc for INC001389
INC001390,2023-04-26,Closed,P2,Europe,2023-04-28,2,Desc for INC001390
INC001391,2023-05-01,New,P2,US,,80,Desc for INC001391
INC001392,2023-04-02,Closed,P1,Europe,2023-04-06,4,Desc for INC001392
INC001393,2022-11-30,New,P3,US,,232,Desc for INC001393
INC001394,2023-06-08,Closed,P1,US,2023-06-11,3,Desc for INC001394
INC001395,2023-05-17,New,P2,US,,64,Desc for INC001395
INC001396,2023-05-16,Closed,P2,US,2023-05-30,14,Desc for INC001396
INC001397,2023-01-30,New,P3,US,,171,Desc for INC001397
INC001398,2023-02-05,Closed,P2,Asia,2023-02-06,1,Desc for INC001398
INC001399,2022-12-21,New,P1,Asia,,211,Desc for INC001399
INC001400,2023-05-24,New,P3,Europe,,57,Desc for INC001400
INC001401,2023-01-06,New,P3,US,,195,Desc for INC001401
INC001402,2023-02-27,WIP,P2,US,,143,Desc for INC001402
INC001403,2023-04-26,New,P4,Europe,,85,Desc for INC001403
INC001404,2023-02-14,New,P1,Europe,,156,Desc for INC001404
INC001405,2022-12-19,Closed,P3,US,2022-12-19,0,Desc for INC001405
INC001406,2023-04-27,New,P3,US,,84,Desc for INC001406
INC001407,2023-04-05,Closed,P2,US,2023-04-09,4,Desc for INC001407
INC001408,2023-06-04,WIP,P2,Europe,,46,Desc for INC001408
INC001409,2023-04-07,New,P1,Asia,,104,Desc for INC001409
INC001410,2023-05-05,Closed,P3,US,2023-05-05,0,Desc for INC001410
INC001411,2023-04-10,Closed,P3,US,2023-04-12,2,Desc for INC001411
INC001412,2023-01-07,New,P4,US,,194,Desc for INC001412
INC001413,2023-04-11,New,P1,Asia,,100,Desc for INC001413
INC001414,2023-06-05,Closed,P4,US,2023-06-11,6,Desc for INC001414
INC001415,2023-01-11,WIP,P3,US,,190,Desc for INC001415
INC001416,2023-01-25,New,P1,US,,176,Desc for INC001416
INC001417,2023-01-05,New,P1,US,,196,Desc for INC001417
INC001418,2022-12-21,Closed,P3,US,2022-12-27,6,Desc for INC001418
INC001419,2023-06-11,New,P2,US,,39,Desc for INC001419
INC001420,2023-03-20,New,P2,Europe,,122,Desc for INC001420
INC001421,2023-02-05,Closed,P2,Asia,2023-02-06,1,Desc for INC001421
INC001422,2023-04-04,WIP,P4,US,,107,Desc for INC001422
INC001423,2023-06-06,New,P3,Asia,,44,Desc for INC001423
INC001424,2022-11-25,New,P1,US,,237,Desc for INC001424
INC001425,2023-04-29,Closed,P2,US,2023-05-02,3,Desc for INC001425
INC001426,2023-04-04,New,P2,US,,107,Desc for INC001426
INC001427,2023-03-04,New,P3,Europe,,138,Desc for INC001427
INC001428,2023-04-13,New,P1,Europe,,98,Desc for INC001428
INC001429,2022-12-30,Closed,P2,Asia,2022-12-31,1,Desc for INC001429
INC001430,2023-04-01,WIP,P3,Europe,,110,Desc for INC001430
INC001431,2022-11-27,New,P2,US,,235,Desc for INC001431
INC001432,2022-11-25,New,P3,US,,237,Desc for INC001432
INC001433,2023-04-25,WIP,P3,US,,86,Desc for INC001433
INC001434,2023-02-02,Closed,P3,Asia,2023-02-09,7,Desc for INC001434
INC001435,2023-03-31,New,P2,US,,111,Desc for INC001435
INC001436,2023-04-12,New,P2,US,,99,Desc for INC001436
INC001437,2023-01-23,New,P2,Asia,,178,Desc for INC001437
INC001438,2023-02-02,Closed,P4,US,2023-02-03,1,Desc for INC001438
INC001439,2023-05-23,Closed,P3,US,2023-05-23,0,Desc for INC001439
INC001440,2022-12-24,Closed,P4,US,2022-12-25,1,Desc for INC001440
INC001441,2023-05-20,New,P3,Asia,,61,Desc for INC001441
INC001442,2023-02-16,Closed,P3,Europe,2023-03-02,14,Desc for INC001442
INC001443,2023-04-11,Closed,P3,US,2023-04-11,0,Desc for INC001443
INC001444,2023-04-18,New,P4,US,,93,Desc for INC001444
INC001445,2022-12-06,Closed,P2,US,2022-12-16,10,Desc for INC001445
INC001446,2023-02-03,Closed,P4,US,2023-02-03,0,Desc for INC001446
INC001447,2023-01-12,WIP,P3,US,,189,Desc for INC001447
INC001448,2023-03-23,Closed,P2,US,2023-04-01,9,Desc for INC001448
INC001449,2023-04-29,New,P1,US,,82,Desc for INC001449
INC001450,2023-03-18,Closed,P2,US,2023-03-26,8,Desc for INC001450
INC001451,2023-05-01,New,P2,US,,80,Desc for INC001451
INC001452,2022-12-12,Closed,P2,US,2023-01-01,20,Desc for INC001452
INC001453,2023-01-16,Closed,P3,US,2023-01-22,6,Desc for INC001453
INC001454,2023-05-16,New,P1,Asia,,65,Desc for INC001454
INC001455,2023-05-07,WIP,P2,Europe,,74,Desc for INC001455
INC001456,2023-05-27,New,P2,US,,54,Desc for INC001456
INC001457,2023-01-30,New,P2,Asia,,171,Desc for INC001457
INC001458,2023-06-12,WIP,P3,US,,38,Desc for INC001458
INC001459,2022-12-02,WIP,P2,Europe,,230,Desc for INC001459
INC001460,2023-02-05,New,P3,US,,165,Desc for INC001460
INC001461,2023-04-26,Closed,P2,US,2023-04-27,1,Desc for INC001461
INC001462,2023-04-04,New,P1,US,,107,Desc for INC001462
INC001463,2023-06-12,New,P3,Europe,,38,Desc for INC001463
INC001464,2023-02-18,New,P4,US,,152,Desc for INC001464
INC001465,2023-02-08,New,P2,US,,162,Desc for INC001465
INC001466,2023-04-22,New,P4,US,,89,Desc for INC001466
INC001467,2023-02-23,New,P4,US,,147,Desc for INC001467
INC001468,2023-05-26,New,P2,US,,55,Desc for INC001468
INC001469,2022-12-09,WIP,P3,Asia,,223,Desc for INC001469
INC001470,2023-04-27,Closed,P1,US,2023-04-28,1,Desc for INC001470
INC001471,2023-03-09,Closed,P2,US,2023-03-12,3,Desc for INC001471
INC001472,2022-12-27,WIP,P3,Asia,,205,Desc for INC001472
INC001473,2023-01-12,New,P2,US,,189,Desc for INC001473
INC001474,2022-12-09,Closed,P2,US,2022-12-09,0,Desc for INC001474
INC001475,2023-02-07,Closed,P3,US,2023-02-14,7,Desc for INC001475
INC001476,2023-05-25,New,P1,US,,56,Desc for INC001476
INC001477,2023-04-24,WIP,P2,Europe,,87,Desc for INC001477
INC001478,2023-04-09,New,P3,US,,102,Desc for INC001478
INC001479,2023-04-04,Closed,P2,US,2023-04-09,5,Desc for INC001479
INC001480,2023-04-22,New,P2,US,,89,Desc for INC001480
INC001481,2023-06-11,New,P2,US,,39,Desc for INC001481
INC001482,2023-05-18,Closed,P3,US,2023-05-22,4,Desc for INC001482
INC001483,2023-05-21,WIP,P2,Europe,,60,Desc for INC001483
INC001484,2023-05-01,WIP,P2,Asia,,80,Desc for INC001484
INC001485,2023-05-13,New,P2,Asia,,68,Desc for INC001485
INC001486,2023-02-14,Closed,P2,Asia,2023-02-20,6,Desc for INC001486
INC001487,2023-03-24,New,P2,US,,118,Desc for INC001487
INC001488,2023-03-13,Closed,P4,US,2023-03-24,11,Desc for INC001488
INC001489,2023-01-27,Closed,P4,US,2023-02-03,7,Desc for INC001489
INC001490,2023-01-29,WIP,P4,US,,172,Desc for INC001490
INC001491,2023-05-27,New,P1,Europe,,54,Desc for INC001491
INC001492,2022-12-15,Closed,P2,US,2022-12-15,0,Desc for INC001492
INC001493,2023-02-07,New,P4,US,,163,Desc for INC001493
INC001494,2023-03-07,WIP,P3,US,,135,Desc for INC001494
INC001495,2023-03-29,New,P2,Asia,,113,Desc for INC001495
INC001496,2023-05-24,New,P3,Europe,,57,Desc for INC001496
INC001497,2023-02-10,Closed,P2,US,2023-02-21,11,Desc for INC001497
INC001498,2023-01-31,New,P4,US,,170,Desc for INC001498
INC001499,2023-03-24,Closed,P3,US,2023-04-02,9,Desc for INC001499
INC001500,2023-02-25,New,P2,US,,145,Desc for INC001500
INC001501,2023-05-22,New,P3,Asia,,59,Desc for INC001501
INC001502,2023-04-20,WIP,P2,Europe,,91,Desc for INC001502
INC001503,2022-12-07,New,P2,US,,225,Desc for INC001503
INC001504,2023-02-01,Closed,P1,Europe,2023-02-01,0,Desc for INC001504
INC001505,2023-05-23,WIP,P4,US,,58,Desc for INC001505
INC001506,2023-04-20,Closed,P2,Asia,2023-05-05,15,Desc for INC001506
INC001507,2023-05-25,New,P1,US,,56,Desc for INC001507
INC001508,2023-03-13,New,P1,Asia,,129,Desc for INC001508
INC001509,2023-01-31,Closed,P3,US,2023-02-06,6,Desc for INC001509
INC001510,2023-01-08,WIP,P3,Europe,,193,Desc for INC001510
INC001511,2022-12-14,New,P2,US,,218,Desc for INC001511
INC001512,2023-05-30,New,P3,US,,51,Desc for INC001512
INC001513,2022-12-27,New,P2,US,,205,Desc for INC001513
INC001514,2023-04-03,Closed,P4,Asia,2023-04-14,11,Desc for INC001514
INC001515,2022-12-13,New,P3,US,,219,Desc for INC001515
INC001516,2023-04-19,Closed,P4,US,2023-05-02,13,Desc for INC001516
INC001517,2023-06-06,New,P3,Europe,,44,Desc for INC001517
INC001518,2023-05-28,Closed,P3,Asia,2023-06-02,5,Desc for INC001518
INC001519,2023-05-26,New,P4,US,,55,Desc for INC001519
INC001520,2023-01-26,Closed,P3,US,2023-02-04,9,Desc for INC001520
INC001521,2023-03-10,New,P2,Europe,,132,Desc for INC001521
INC001522,2023-03-23,New,P2,Asia,,119,Desc for INC001522
INC001523,2023-02-22,WIP,P1,Asia,,148,Desc for INC001523
INC001524,2022-12-04,Closed,P4,US,2022-12-07,3,Desc for INC001524
INC001525,2023-03-28,Closed,P2,Europe,2023-04-03,6,Desc for INC001525
INC001526,2023-06-08,Closed,P3,Europe,2023-06-11,3,Desc for INC001526
INC001527,2023-05-20,Closed,P4,Asia,2023-05-26,6,Desc for INC001527
INC001528,2023-01-03,WIP,P1,Europe,,198,Desc for INC001528
INC001529,2022-12-22,Closed,P4,US,2023-01-02,11,Desc for INC001529
INC001530,2023-05-22,Closed,P4,Asia,2023-06-08,17,Desc for INC001530
INC001531,2022-12-23,New,P3,Asia,,209,Desc for INC001531
INC001532,2023-01-27,Closed,P4,US,2023-01-27,0,Desc for INC001532
INC001533,2023-02-11,Closed,P1,US,2023-02-13,2,Desc for INC001533
INC001534,2023-04-19,New,P1,Europe,,92,Desc for INC001534
INC001535,2022-12-09,WIP,P1,Europe,,223,Desc for INC001535
INC001536,2023-05-30,WIP,P3,Europe,,51,Desc for INC001536
INC001537,2023-05-20,Closed,P1,Europe,2023-06-04,15,Desc for INC001537
INC001538,2023-06-04,WIP,P3,US,,46,Desc for INC001538
INC001539,2022-12-16,Closed,P1,Europe,2022-12-27,11,Desc for INC001539
INC001540,2023-05-11,Closed,P2,US,2023-05-11,0,Desc for INC001540
INC001541,2022-12-24,Closed,P2,US,2022-12-31,7,Desc for INC001541
INC001542,2023-06-05,New,P1,US,,45,Desc for INC001542
INC001543,2022-12-11,WIP,P2,Europe,,221,Desc for INC001543
INC001544,2023-04-29,Closed,P2,US,2023-05-02,3,Desc for INC001544
INC001545,2023-02-02,WIP,P4,US,,168,Desc for INC001545
INC001546,2023-06-03,Closed,P4,US,2023-06-05,2,Desc for INC001546
INC001547,2023-04-03,Closed,P2,US,2023-04-14,11,Desc for INC001547
INC001548,2022-12-27,Closed,P2,Europe,2022-12-27,0,Desc for INC001548
INC001549,2023-05-26,Closed,P2,Asia,2023-06-10,15,Desc for INC001549
INC001550,2022-12-26,New,P2,US,,206,Desc for INC001550
INC001551,2023-01-10,New,P2,US,,191,Desc for INC001551
INC001552,2023-05-17,New,P2,US,,64,Desc for INC001552
INC001553,2023-01-10,WIP,P2,Europe,,191,Desc for INC001553
INC001554,2023-02-26,New,P2,Europe,,144,Desc for INC001554
INC001555,2023-03-19,Closed,P2,Europe,2023-03-25,6,Desc for INC001555
INC001556,2023-05-03,Closed,P2,US,2023-05-14,11,Desc for INC001556
INC001557,2022-12-24,WIP,P3,Europe,,208,Desc for INC001557
INC001558,2023-06-02,Closed,P4,Europe,2023-06-07,5,Desc for INC001558
INC001559,2023-03-18,New,P4,US,,124,Desc for INC001559
INC001560,2022-12-24,New,P4,US,,208,Desc for INC001560
INC001561,2022-12-10,Closed,P3,US,2022-12-18,8,Desc for INC001561
INC001562,2023-04-01,New,P4,US,,110,Desc for INC001562
INC001563,2023-02-04,New,P1,Europe,,166,Desc for INC001563
INC001564,2023-01-22,Closed,P1,Europe,2023-01-24,2,Desc for INC001564
INC001565,2023-01-30,Closed,P1,US,2023-02-07,8,Desc for INC001565
INC001566,2023-04-06,New,P4,Europe,,105,Desc for INC001566
INC001567,2023-05-15,WIP,P2,US,,66,Desc for INC001567
INC001568,2023-03-07,New,P1,US,,135,Desc for INC001568
INC001569,2023-01-12,Closed,P3,US,2023-01-25,13,Desc for INC001569
INC001570,2023-02-27,WIP,P1,US,,143,Desc for INC001570
INC001571,2023-04-20,WIP,P2,US,,91,Desc for INC001571
INC001572,2023-04-05,Closed,P4,US,2023-04-08,3,Desc for INC001572
INC001573,2022-12-10,New,P2,Europe,,222,Desc for INC001573
INC001574,2023-04-04,Closed,P3,US,2023-04-04,0,Desc for INC001574
INC001575,2023-01-17,New,P3,Asia,,184,Desc for INC001575
INC001576,2023-04-04,WIP,P1,Asia,,107,Desc for INC001576
INC001577,2023-01-07,Closed,P1,US,2023-01-09,2,Desc for INC001577
INC001578,2023-02-19,WIP,P2,Asia,,151,Desc for INC001578
INC001579,2023-05-24,Closed,P3,US,2023-06-01,8,Desc for INC001579
INC001580,2023-05-22,New,P4,Europe,,59,Desc for INC001580
INC001581,2023-06-02,New,P3,Asia,,48,Desc for INC001581
INC001582,2023-04-10,Closed,P2,US,2023-04-10,0,Desc for INC001582
INC001583,2023-05-01,Closed,P1,Asia,2023-05-05,4,Desc for INC001583
INC001584,2023-06-10,Closed,P2,US,2023-06-10,0,Desc for INC001584
INC001585,2023-05-28,WIP,P1,Europe,,53,Desc for INC001585
INC001586,2023-01-09,Closed,P3,Asia,2023-01-11,2,Desc for INC001586
INC001587,2023-04-06,WIP,P1,US,,105,Desc for INC001587
INC001588,2023-01-14,Closed,P2,US,2023-01-16,2,Desc for INC001588
INC001589,2023-02-09,Closed,P2,US,2023-02-09,0,Desc for INC001589
INC001590,2023-02-03,WIP,P1,US,,167,Desc for INC001590
INC001591,2023-05-06,New,P4,Europe,,75,Desc for INC001591
INC001592,2023-03-02,WIP,P2,Asia,,140,Desc for INC001592
INC001593,2023-04-09,Closed,P2,US,2023-04-16,7,Desc for INC001593
INC001594,2023-03-24,Closed,P2,Europe,2023-04-03,10,Desc for INC001594
INC001595,2023-04-11,Closed,P4,US,2023-04-11,0,Desc for INC001595
INC001596,2023-02-20,Closed,P3,US,2023-02-21,1,Desc for INC001596
INC001597,2023-06-12,New,P1,Asia,,38,Desc for INC001597
INC001598,2023-01-14,WIP,P1,US,,187,Desc for INC001598
INC001599,2023-05-10,Closed,P1,US,2023-05-10,0,Desc for INC001599
INC001600,2023-04-27,Closed,P2,Europe,2023-05-01,4,Desc for INC001600
INC001601,2022-12-19,New,P4,Europe,,213,Desc for INC001601
INC001602,2023-05-13,New,P2,US,,68,Desc for INC001602
INC001603,2022-12-01,Closed,P4,US,2022-12-02,1,Desc for INC001603
INC001604,2022-12-24,Closed,P1,US,2022-12-28,4,Desc for INC001604
INC001605,2023-03-31,New,P3,Europe,,111,Desc for INC001605
INC001606,2023-04-04,WIP,P3,US,,107,Desc for INC001606
INC001607,2023-04-29,WIP,P4,US,,82,Desc for INC001607
INC001608,2023-05-29,Closed,P1,Asia,2023-05-30,1,Desc for INC001608
INC001609,2023-01-14,Closed,P4,US,2023-02-02,19,Desc for INC001609
INC001610,2023-04-11,Closed,P2,Europe,2023-04-22,11,Desc for INC001610
INC001611,2022-11-25,New,P2,US,,237,Desc for INC001611
INC001612,2023-02-16,Closed,P2,US,2023-02-19,3,Desc for INC001612
INC001613,2023-03-12,Closed,P1,Asia,2023-03-20,8,Desc for INC001613
INC001614,2023-02-05,New,P4,Europe,,165,Desc for INC001614
INC001615,2023-06-06,Closed,P1,Europe,2023-06-08,2,Desc for INC001615
INC001616,2022-12-15,New,P1,Asia,,217,Desc for INC001616
INC001617,2023-05-29,Closed,P2,US,2023-05-29,0,Desc for INC001617
INC001618,2023-04-19,New,P4,Europe,,92,Desc for INC001618
INC001619,2023-01-22,Closed,P1,US,2023-01-24,2,Desc for INC001619
INC001620,2023-01-10,Closed,P3,US,2023-01-10,0,Desc for INC001620
INC001621,2023-01-30,Closed,P3,Asia,2023-02-09,10,Desc for INC001621
INC001622,2023-01-02,Closed,P3,US,2023-01-07,5,Desc for INC001622
INC001623,2023-05-10,New,P2,US,,71,Desc for INC001623
INC001624,2023-05-06,Closed,P1,US,2023-05-14,8,Desc for INC001624
INC001625,2023-05-03,New,P2,US,,78,Desc for INC001625
INC001626,2022-12-06,New,P4,Asia,,226,Desc for INC001626
INC001627,2023-02-17,Closed,P3,US,2023-02-17,0,Desc for INC001627
INC001628,2023-01-16,New,P2,US,,185,Desc for INC001628
INC001629,2023-04-17,Closed,P2,US,2023-05-01,14,Desc for INC001629
INC001630,2022-12-07,New,P1,US,,225,Desc for INC001630
INC001631,2023-04-10,New,P2,US,,101,Desc for INC001631
INC001632,2023-02-10,Closed,P3,US,2023-02-10,0,Desc for INC001632
INC001633,2023-05-17,Closed,P1,Europe,2023-06-06,20,Desc for INC001633
INC001634,2023-01-20,Closed,P4,Asia,2023-01-28,8,Desc for INC001634
INC001635,2022-12-11,New,P4,Asia,,221,Desc for INC001635
INC001636,2023-06-11,WIP,P4,Asia,,39,Desc for INC001636
INC001637,2023-03-31,WIP,P1,Asia,,111,Desc for INC001637
INC001638,2023-03-19,WIP,P1,US,,123,Desc for INC001638
INC001639,2023-03-08,Closed,P2,Europe,2023-03-14,6,Desc for INC001639
INC001640,2023-04-25,WIP,P4,US,,86,Desc for INC001640
INC001641,2022-11-26,New,P4,US,,236,Desc for INC001641
INC001642,2023-05-15,New,P4,US,,66,Desc for INC001642
INC001643,2023-06-10,WIP,P2,Europe,,40,Desc for INC001643
INC001644,2023-03-28,WIP,P1,US,,114,Desc for INC001644
INC001645,2023-01-22,WIP,P3,Europe,,179,Desc for INC001645
INC001646,2023-05-04,New,P3,Europe,,77,Desc for INC001646
INC001647,2023-01-29,New,P4,US,,172,Desc for INC001647
INC001648,2023-03-26,Closed,P2,Asia,2023-03-26,0,Desc for INC001648
INC001649,2022-12-03,Closed,P2,Asia,2022-12-04,1,Desc for INC001649
INC001650,2023-03-17,Closed,P2,Asia,2023-03-25,8,Desc for INC001650
INC001651,2023-02-11,Closed,P3,US,2023-02-14,3,Desc for INC001651
INC001652,2023-05-02,New,P1,US,,79,Desc for INC001652
INC001653,2023-06-02,New,P2,US,,48,Desc for INC001653
INC001654,2023-05-29,New,P2,Europe,,52,Desc for INC001654
INC001655,2023-04-15,Closed,P1,US,2023-04-20,5,Desc for INC001655
INC001656,2023-06-04,WIP,P2,Asia,,46,Desc for INC001656
INC001657,2023-03-11,Closed,P2,Europe,2023-03-12,1,Desc for INC001657
INC001658,2023-01-21,New,P2,Europe,,180,Desc for INC001658
INC001659,2023-03-02,New,P2,US,,140,Desc for INC001659
INC001660,2023-03-15,New,P3,Asia,,127,Desc for INC001660
INC001661,2022-12-12,Closed,P1,US,2022-12-15,3,Desc for INC001661
INC001662,2023-03-06,New,P1,Asia,,136,Desc for INC001662
INC001663,2023-05-23,Closed,P1,Europe,2023-05-28,5,Desc for INC001663
INC001664,2023-01-26,New,P2,US,,175,Desc for INC001664
INC001665,2023-01-13,WIP,P1,Europe,,188,Desc for INC001665
INC001666,2023-01-30,New,P4,US,,171,Desc for INC001666
INC001667,2023-01-04,WIP,P4,Asia,,197,Desc for INC001667
INC001668,2023-01-28,New,P3,US,,173,Desc for INC001668
INC001669,2023-02-18,New,P3,US,,152,Desc for INC001669
INC001670,2023-04-15,New,P3,US,,96,Desc for INC001670
INC001671,2022-12-09,Closed,P3,US,2022-12-09,0,Desc for INC001671
INC001672,2023-01-16,Closed,P2,US,2023-01-25,9,Desc for INC001672
INC001673,2023-01-17,New,P1,US,,184,Desc for INC001673
INC001674,2023-03-10,New,P2,Europe,,132,Desc for INC001674
INC001675,2022-12-06,WIP,P4,US,,226,Desc for INC001675
INC001676,2023-02-17,Closed,P3,Asia,2023-02-21,4,Desc for INC001676
INC001677,2023-05-12,Closed,P3,Europe,2023-05-15,3,Desc for INC001677
INC001678,2022-12-03,New,P2,US,,229,Desc for INC001678
INC001679,2022-12-14,Closed,P2,Asia,2022-12-17,3,Desc for INC001679
INC001680,2023-04-11,New,P1,US,,100,Desc for INC001680
INC001681,2023-05-05,WIP,P3,US,,76,Desc for INC001681
INC001682,2023-03-08,Closed,P3,Europe,2023-03-14,6,Desc for INC001682
INC001683,2023-02-11,New,P3,US,,159,Desc for INC001683
INC001684,2023-01-31,WIP,P2,US,,170,Desc for INC001684
INC001685,2022-12-15,Closed,P1,US,2022-12-22,7,Desc for INC001685
INC001686,2022-11-24,New,P1,US,,238,Desc for INC001686
INC001687,2022-12-07,New,P2,US,,225,Desc for INC001687
INC001688,2023-05-18,New,P2,US,,63,Desc for INC001688
INC001689,2022-12-04,WIP,P4,US,,228,Desc for INC001689
INC001690,2022-11-25,Closed,P4,Asia,2022-11-30,5,Desc for INC001690
INC001691,2022-11-25,Closed,P2,US,2022-11-28,3,Desc for INC001691
INC001692,2023-04-25,New,P2,Europe,,86,Desc for INC001692
INC001693,2022-12-14,Closed,P2,Asia,2022-12-14,0,Desc for INC001693
INC001694,2023-03-07,Closed,P2,Asia,2023-03-22,15,Desc for INC001694
INC001695,2023-02-23,New,P2,US,,147,Desc for INC001695
INC001696,2022-12-10,New,P4,US,,222,Desc for INC001696
INC001697,2023-03-16,Closed,P1,Europe,2023-03-26,10,Desc for INC001697
INC001698,2023-01-05,New,P4,Europe,,196,Desc for INC001698
INC001699,2023-02-21,New,P4,US,,149,Desc for INC001699
INC001700,2023-03-05,New,P1,US,,137,Desc for INC001700
INC001701,2023-03-24,New,P4,US,,118,Desc for INC001701
INC001702,2023-06-10,New,P3,Asia,,40,Desc for INC001702
INC001703,2023-05-16,New,P3,US,,65,Desc for INC001703
INC001704,2022-12-25,Closed,P2,US,2023-01-02,8,Desc for INC001704
INC001705,2022-12-09,Closed,P2,Asia,2022-12-11,2,Desc for INC001705
INC001706,2023-06-02,Closed,P3,US,2023-06-02,0,Desc for INC001706
INC001707,2023-04-12,New,P1,Europe,,99,Desc for INC001707
INC001708,2023-03-25,Closed,P4,US,2023-03-25,0,Desc for INC001708
INC001709,2022-11-27,Closed,P2,US,2022-11-27,0,Desc for INC001709
INC001710,2023-02-03,New,P2,US,,167,Desc for INC001710
INC001711,2023-01-11,Closed,P2,US,2023-01-21,10,Desc for INC001711
INC001712,2023-03-01,WIP,P4,US,,141,Desc for INC001712
INC001713,2023-01-11,WIP,P4,Asia,,190,Desc for INC001713
INC001714,2023-05-07,Closed,P2,US,2023-05-09,2,Desc for INC001714
INC001715,2023-01-25,New,P3,US,,176,Desc for INC001715
INC001716,2023-03-22,WIP,P3,US,,120,Desc for INC001716
INC001717,2023-05-27,New,P3,US,,54,Desc for INC001717
INC001718,2023-04-14,New,P2,US,,97,Desc for INC001718
INC001719,2023-05-17,New,P3,Asia,,64,Desc for INC001719
INC001720,2022-12-12,Closed,P3,US,2022-12-12,0,Desc for INC001720
INC001721,2023-04-17,New,P3,US,,94,Desc for INC001721
INC001722,2023-05-26,New,P4,US,,55,Desc for INC001722
INC001723,2023-06-07,Closed,P3,US,2023-06-11,4,Desc for INC001723
INC001724,2022-12-25,New,P2,Asia,,207,Desc for INC001724
INC001725,2022-11-26,Closed,P3,US,2022-11-26,0,Desc for INC001725
INC001726,2022-12-22,New,P1,US,,210,Desc for INC001726
INC001727,2023-02-14,Closed,P2,US,2023-02-23,9,Desc for INC001727
INC001728,2022-11-26,Closed,P4,US,2022-11-29,3,Desc for INC001728
INC001729,2023-05-14,Closed,P4,US,2023-05-16,2,Desc for INC001729
INC001730,2022-11-27,WIP,P3,Asia,,235,Desc for INC001730
INC001731,2023-05-24,New,P4,US,,57,Desc for INC001731
INC001732,2023-02-21,New,P1,US,,149,Desc for INC001732
INC001733,2022-12-15,Closed,P2,US,2022-12-16,1,Desc for INC001733
INC001734,2023-01-19,WIP,P3,Europe,,182,Desc for INC001734
INC001735,2023-01-11,New,P4,US,,190,Desc for INC001735
